node_id	feature(feature_amount:931)	label
3784	521,61,138,677	0
3785	92,132	0
3786	858,749,521	1
3787	92,129,138,521	2
3788	325,334,92,252,739	2
3789	92,127,240,334,570,615	4
3790	263,521	0
3791	521,461,462	3
3792	92,132,901	0
3793	361,358	1
3794	60,77,78,92,102,138,144,521,633,777,865	3
3795	92,138,521,591,633,763,865	2
3796	92,138,521,562	1
3797	165,369,385,387,581,873	3
3798	80,49,92,138,205,206,320,499,500,570,681	4
3799	60,92,49,138,499,521,546,559,569,747,712	3
3800	92,49,138,144,252,356,499,677	3
3801	521,657,422,425	1
3802	45,92,111,115,138,145,447,481,147,148,830,861,252,563,503,677	4
3803	92,56,138,412,521,648,49	2
3804	92,129,132,138,204,210,348,356,521,540,744,843,861,873	4
3805	77,92,149,138,144,158,481,704,800	2
3806	77,92,704,106,570	1
3807	92,132,138,295,503,521	2
3808	92	1
3809	263,268,267,258,277,275,928	3
3810	521,15,70,92,138	3
3811	92,284,326,331,578,613,918	4
3812	132,138,433,326,660,918,865,92	3
3813	92,138,356,625	0
3814	77,138,56,521	2
3815	931	1
3816	521,49,117,288,499,527,591,675,728	4
3817	92,324,677	0
3818	911,913	0
3819	334,92	1
3820	352,353,521,903	4
3821	92,85,138,144,506	3
3822	77,92,55,447,132,138,203,208,356,481,521,570,704,728,787,17	4
3823	138,92,132,918,615,410,853,18	2
3824	521,488,846,732	0
3825	77,91,92,138,194,197,252,356,517,521,719	4
3826	521,138,92,132	1
3827	92,127,667	2
3828	21,77,92,138,677	0
3829	92,111,331,722	2
3830	836,678,61,918,242	2
3831	551,919,521	2
3832	369	1
3833	521,643,387	3
3834	92,138,193,356,521,737	4
3835	399,400,521,849	2
3836	12,92,138,250,529,521,134,778,918,595	3
3837	92,132,127	2
3838	521,838	4
3839	21,92,318,583	2
3840	6,92,369,358,132,77,188,194,197,505,5,34,655,778,305,20,296,49,499,357,521	4
3841	21,77,92,138,521,562	4
3842	92,138,144,521,677	1
3843	387,384,363,369,373,521	2
3844	581,651,824,825,828,829,834	4
3845	77,46,92,91,131,60,132,138,142,481,420,415,447,554,521,562,615,644,900,41	4
3846	92,49,138,499,521,704,886	2
3847	428,429,427,521,430	3
3848	92,55,188,193,240,334,481,690,884	4
3849	77,92,138,521,608	3
3850	46,58,92,132,357,206,530,531,611,927	4
3851	144,830,320	1
3852	92,132,138,521,691	0
3853	354,704,776	4
3854	741,92,138,357,369,481,521	4
3855	390,369,385,387,361,521,671,384	3
3856	6,18,428,424,429,430,243,350,420,525,558,873,417	4
3857	77,138,521,743	2
3858	369,371,385,387	3
3859	92,138,144,521,684,704	2
3860	92	0
3861	92,138,473,892,918	3
3862	16,92,132,193,240,344,351,357,420,570,578,704,884,908	4
3863	428,420,718	0
3864	521,570,252,553,354,565,21,27,26,25,24,719,28,457	3
3865	521,387,369	0
3866	70,92,138,250,481,331,570,615,880,918,417,55	4
3867	92,101,138,278,521,695,758,864	3
3868	92,263,138,268,132,267,254,765,558,521	3
3869	259,831,640,928	3
3870	369,381,385,387,384,233,521,211	4
3871	92,138,144,157,521,898	3
3872	92,132,138,570,704	4
3873	138,92,521,32	1
3874	21,92,138,144,218,521,660,865,888	3
3875	92,132,138,521	0
3876	66,80,100,133,521,774	4
3877	90,92,138,252,521,677	3
3878	92,55,138,302,491,492,521,593,618,724,821	3
3879	92,111,138,254,271,263,265,277,268,356,521,558,761	4
3880	92,138,161,521	1
3881	92,138,143,521,628	4
3882	21,92,111,132,138,348,582,873	1
3883	258,263,268,521	1
3884	521,749,858	4
3885	77,521	2
3886	92,138,347,356,521,603,865	3
3887	60,92,116,511,604,433	4
3888	92,530	1
3889	212,229,316,369,385,507,11,614,811,834,512	4
3890	476,477,478,521	3
3891	263,268,270,521	1
3892	92,132,504,334	2
3893	49,121,144,242,320,499,677,727,738	4
3894	92,129,138,521,677	2
3895	92,129,132,138	1
3896	521,287,462,461,279	4
3897	472,334	3
3898	476,478	1
3899	61,128,927,704,521,570,675,681	3
3900	92,138,521,873	3
3901	248,428,6,284,873	4
3902	369	2
3903	92,138,254,263,268,434,435,521,570,615,761	4
3904	263,267,268,521	2
3905	80,92,55,138,144,432,456,535,677	3
3906	263,268,277,273,521	3
3907	92,127	1
3908	399,407,521	1
3909	521,77,92,163,558,895	1
3910	92	0
3911	521,369,387,385,834,811,814,387,390	3
3912	12,92,132,241,417,469,564,621,717,873	4
3913	92,101,138,769,521,530,569	3
3914	21,27,60,91,92,124,132,138,794,521,531,611,785	4
3915	80,138,521,563,636	3
3916	92,127,918,252,738	1
3917	77,92,132,138,800,521,562,574,605,798,457,55	4
3918	470,138,521,570	2
3919	92,138	3
3920	80,92,111,132,138,470,562	2
3921	92,132,138,198,356,331,704	4
3922	88,92,132,138,503,521,645	4
3923	369,387,521	3
3924	92,127,132,138,242,704,901	1
3925	8,92,127,239,344	2
3926	61,77,918,138,112,108,880,778,646,759,52,73	4
3927	92,252,521,738	3
3928	294,361,364,386,470,376,521,214,213	4
3929	138,521	0
3930	92,138,412,521,648	1
3931	521,177,173	2
3932	92,132,138,831,160,521	2
3933	61,80,481,521,680	0
3934	122,139,141,144,516,521,637,907	4
3935	92,138,521,776	2
3936	92,127	0
3937	92,129,138,704	1
3938	92,138,521,539,740	3
3939	92,101,138,252,521	2
3940	521,369,387,363	2
3941	92,521,625	2
3942	229,235,234,236	0
3943	521,21,92,138,129,144,85,582,626	3
3944	188,199,356,369,385,387,390,521,653,374,379,811,814,39	4
3945	521,685,177,175	0
3946	326,80,470,448	3
3947	92,138,450,521	3
3948	184	1
3949	369,387,361	2
3950	521,572,573	2
3951	12,92,138,469	2
3952	173,177,521,753	4
3953	92,49,132,138,348,499,579,704,831,873,521	1
3954	92,127	0
3955	92,118,138,351,447,521,797	4
3956	488,732,331	3
3957	127	0
3958	21,25,123,139,291,414,521,46	4
3959	92,138,745,755,778,905	4
3960	80,92,49,133,138,246,343,448,500,675	4
3961	521,928	0
3962	521,109,99	3
3963	462,279,212,18	4
3964	521,21,132,92,138,102,60,391,602	2
3965	173,177,521	2
3966	92,138,467,521,737,877	3
3967	92,132,138,618	1
3968	428,521	3
3969	92,129,311,521	3
3970	80,92,138,334,531	2
3971	10,92,132,138,57,188,208,209,348,356,481,873	4
3972	415,476,477	4
3973	92,132,138,57,311,315,476,477,481,558	3
3974	21,80,92,12,625,334	3
3975	92	1
3976	92,138,570,704	1
3977	92,132,861,446,808	4
3978	21,521,138,144,439	1
3979	521,92,132,138,554,558	3
3980	21,92,252,521	1
3981	138,570	0
3982	8,61,92,127,334	2
3983	521,236	0
3984	15,521	2
3985	432,94,758,864	2
3986	521,672,361	3
3987	92,138,666,318	2
3988	521,361	2
3989	361,387,369,521	1
3990	92,127,570	1
3991	92,120,717	2
3992	931	0
3993	77,92,138,144,521,724	2
3994	92,127,334,473,662	1
3995	92,49,132,138,834,499,504,521,562,666,720	4
3996	80,111,133,138,469,481,521	3
3997	47,92,794,138,144,193,195,201,252,347,249,709	4
3998	61,92,127,476,481,558	2
3999	385,369,387,521	2
4000	322,874,60,27,74,91,97,391,449,789,604,809,291,875	4
4001	91,92,481,524,875,901,420,241,334,700,874	4
4002	61,132,111,138,92,704,521	2
4003	92,456,704	3
4004	92	1
4005	21,22,80,122,133,521,626	4
4006	92	4
4007	92,138,318,704	1
4008	92,334	1
4009	521,173,180,176,177,178,179,356,753,873	4
4010	428,422,149,18,212	2
4011	901,61,92,127,837,735	1
4012	92,49,129,138,296,499,521,546,649,865,894	2
4013	11,39,165,212,294,336,348,369,381,385,387,390,512,507,811,814,834,873	4
4014	21,92,138,521,530	2
4015	342,61,132,92,127,138,12,918,901	3
4016	138,521	1
4017	77,92,111,138,144,521,778	3
4018	77,92,138,521	1
4019	173,837	2
4020	521,476,478	2
4021	369,366,361,363,390	4
4022	92,138,252,521	3
4023	53,10,92,132,194,203,348,481,521,539,637,873,104,517	4
4024	92,138,205,133,901,74,49,80,499,500,240,704,821,448	4
4025	521,12,92,55,138,481,474,491	3
4026	931	3
4027	263,268,521	3
4028	173	0
4029	868,364,358,387,390,521,671	4
4030	521,61,92,121,138,918,635	4
4031	530,77,604,320	2
4032	61	2
4033	92,138,918,252,559,895,250,788,677,334	4
4034	521,35,390,387,369,672	0
4035	270,521	3
4036	92,138,144,521	3
4037	144,738	2
4038	263,268,521,522,761	3
4039	92,111,55,131,138,204,252,278,356,481,521,677	3
4040	521,732,487,488	2
4041	92,111,132,138,499,497,502,186,482,358,767,558	3
4042	92,132,283,611,633	3
4043	521,92,271,258,263,264	1
4044	92,138,902,521	2
4045	92	0
4046	92,138,521,737	1
4047	21,77,92,138,252,521,420,677	3
4048	77,92,113,138,252,481,491,521	3
4049	92,138,239,334,724	1
4050	92,138,334,450,539,792,881	4
4051	263,268	0
4052	123,521,615,49,484,919	3
4053	92,138,456,521	3
4054	92,138,593,334,347,529	0
4055	263,268,765,517,10	1
4056	92,49,138,142,288,356,499,521,570,615	2
4057	369,385,387,521	0
4058	521,138,92,90,756,412,591	3
4059	11,188,294,336,369,385,387,507,512,515,586,811,814,834,873,433	3
4060	92,138,163,494,521,677	1
4061	92,138,252	0
4062	521	4
4063	92,132,138,348,871,873	1
4064	521,752,909	1
4065	334,92	0
4066	476,477,478,521,575,576	0
4067	385,387,369,814,672	2
4068	173,176,177,533,521	4
4069	521,176,177,173,416,702	2
4070	121,132,92,334	0
4071	92,138,121,736	1
4072	37,221,825,827,828,326	3
4073	25,102,124,521,676,164	3
4074	521,92,138	1
4075	92,102,521,252,550	1
4076	521,263,267,765	3
4077	385,387,521	2
4078	575	1
4079	77,92,138,356,521	0
4080	92,318	0
4081	92,331	1
4082	92,138,439	2
4083	546,747,92,409,918,77,333	1
4084	369,387,381,521	2
4085	12,47,92,138,625,831	4
4086	92,138,722,724	2
4087	61,529	1
4088	92,138,777,330,344	4
4089	92,160,208,209,521,601	4
4090	77,92,49,111,129,132,138,162,252,292,499,677,780	4
4091	55,61,481,331,901	1
4092	75	0
4093	61,521	0
4094	92,138,521	0
4095	92,138,521,650,926	2
4096	342,92,918,127,105,106,738,884,883,481	3
4097	369,387,336	2
4098	92,138,468,570,647,850	2
4099	21,92,138,521	0
4100	263,409,138	1
4101	92,138,684	1
4102	12,92,138,144,481,479,521,831	3
4103	30,92,55,138,491,521,562,593,724	2
4104	73,513,521,615,509	3
4105	577,807,324	3
4106	55,106,701,770,771,807	4
4107	92,138,521	2
4108	931	0
4109	92,111,132,138,207,252,781,873	3
4110	487	2
4111	521,813,825,827,828	3
4112	263,558	3
4113	21,92,138,346	2
4114	61	2
4115	92,138,481,521,570,569,591,704,149	2
4116	334,61,92,127,476,558	2
4117	60,91,550,342,529,874,918	4
4118	521	4
4119	92,90,727,788,350,18,854	4
4120	521,844,425	2
4121	92,49,286,499,521,704,784,397	3
4122	361,369,521,672	1
4123	92,132,138,121,481,615,787,326,41	4
4124	92,138,144,295,521	4
4125	38,223,369,387,521,231,366	3
4126	521,168,173	0
4127	931	1
4128	393,521,610	3
4129	89,91,92,118,138,447,521,591,677,731,797	4
4130	521,387,385,369,459,711	3
4131	92,521	0
4132	138,570,615,904,92	2
4133	89,393,521,722	1
4134	92,138,521,600	2
4135	92,129,138,521	2
4136	815	2
4137	21,77,92,138,144,252,521,737	1
4138	144,521,928	1
4139	92,138,765	1
4140	61,521,917	2
4141	60,91,92,121,138,212,248,339,391,441,442,443,446,447,513,558,607,873,874	4
4142	21,92,93,138,521,539,46	3
4143	785	1
4144	92,138,334,901	3
4145	35,372,385,368,391,431	4
4146	105,61,768,918	4
4147	92,138,521,541,691	3
4148	521,773,803,804,55,881,108,675,696,458	4
4149	521,311,129,840	2
4150	138,521,637,724,149	4
4151	92,138,521,446,481,559,577	4
4152	92,132,138,677	3
4153	521,92,90,132,138,839	4
4154	92,138,521,736	1
4155	521,476	1
4156	356,476,478,493,521,638	3
4157	92,138,521	2
4158	77,92,129,138,677,337	2
4159	92,138,865,925,189,521	1
4160	521,483	1
4161	33,165,369,381,387,390,671,415	4
4162	21,704	2
4163	92,121,357,144,342	2
4164	369,385,387,521	3
4165	92,111,138,144,161,355,726,831,873	3
4166	92,138,454	2
4167	92,138,521	1
4168	77,92,132,138,252,521	0
4169	92,106,132,138,205,417,439,873	3
4170	92,129,138,295,521,656	2
4171	92,50,334	1
4172	92,127	0
4173	521,92,132,138,281,865	2
4174	37,521,575,576	1
4175	92,138,339	1
4176	575,334	3
4177	369,387,521,534,614	4
4178	92,138,504,521	2
4179	77,92,521	1
4180	931	3
4181	138	0
4182	92,138,918,82,54,582,13,320,120	4
4183	320,92,127	0
4184	80,92,49,133,138,140,295,500,613	4
4185	92,94,50,116,357,908,138,521,898	4
4186	61,92,127,238,334	4
4187	92,138,147,817,816,830,521,570,647,704,796,927	4
4188	92,138	1
4189	77,92,138,447,506,521,677,895	3
4190	92	2
4191	369,751,521	3
4192	80,92,138,142,153,195,201,271,259,270,260,257,263,264,256,268,742,54,55	4
4193	363,369,521,672	0
4194	80,92,49,133,499,500,521,606	3
4195	521,752,911,910,913,868	4
4196	521,21,92,129,138,703	2
4197	92,111,121,55,132,205,491,338,901,921	4
4198	651,825,827,828	2
4199	521,92,132,138,311,348,562,757,873	3
4200	263,268,521,715,761	3
4201	732,488	0
4202	68,92,138,908,469,521,629,633	3
4203	92,138,755,905	0
4204	73,92,138,491,357,521,540,778	4
4205	92,138,144,481,521,728	3
4206	80,92,132,112,684,872	0
4207	803,521	2
4208	138,521,252	3
4209	92,127,473,646,901	1
4210	92,132,315,611	0
4211	92,138,521,570	2
4212	521,651,825,828,826,829,834	2
4213	138,92,252,320	3
4214	80,122,55,217,334,592,622,704,901	4
4215	92,132,138,252,521,737,748,895	1
4216	80,92,133,138,142,295,521,546,613,747	3
4217	162,80,92,49,133,470,252,499,521,738	3
4218	92,421,106,357,481,582,13,334,242,881	4
4219	169,173,685	4
4220	521,823	1
4221	521,691,92,132,578,541,893	3
4222	369,385,387,521,750,155,389,31	2
4223	931	4
4224	229	1
4225	428,521	3
4226	77,334,633,865	4
4227	909,911,913	1
4228	92,138,491,521,570,728	2
4229	61,661,331,92,138,111,241,473	3
4230	195,267,263,460,317	1
4231	369,387,521	0
4232	521,92,138,252,677	1
4233	229,235,236,334	2
4234	61	0
4235	521,544,825,829,828	3
4236	387,369	1
4237	521,80,831,611	2
4238	521,268	1
4239	102,111,138,348,433,647,873,511	2
4240	21,148,92,578,295,521	1
4241	395,441,904,517	4
4242	521,61,128,101,703	0
4243	21,77,92,138,521	1
4244	400,402,849,521	2
4245	428	1
4246	521,34,92,138,252,677	3
4247	387,369,385,521	2
4248	257	0
4249	369	0
4250	133,80,49,288,500,501,681,521	4
4251	521,857	3
4252	92,111,132,138,481,704	0
4253	263,267,268,318,438,580	1
4254	92,138,145,357,481,491,830,252,447,554,778,819,821,847,878,915	4
4255	116,875,91,92,60,391,490,521,705,787	4
4256	34,92,138,339,562,778	3
4257	487	1
4258	521,183,185	0
4259	21,785,45,91,92,111,132,144,447,57,192,209,743,738,873	4
4260	92,49,106,132,138,460,499,704	3
4261	169,753	1
4262	183	3
4263	61,704,21	3
4264	132,138,142,144,530,604,683	3
4265	263,268,270,521	3
4266	234,229,238,322,369,387,390	3
4267	474,92	1
4268	92,111,138,356,608,660,700,873	4
4269	521,21,22,92,111,138	3
4270	369,387	1
4271	209,537	2
4272	521,92,94,90,138,633	3
4273	92	0
4274	92,49,106,132,138,201,205,320,499,704,873,880	4
4275	521,92,132,138,873	1
4276	385,369	0
4277	61,521	0
4278	229,236,499,509,512,521,433	2
4279	530,92	0
4280	92,138,521,704	1
4281	201,372,387,521,358,499	2
4282	825,827,828,829,651,521	1
4283	21,92,101,129,138,139,252,521,709,785	3
4284	92,918,409,253,674	2
4285	369,385,834,194,188,873,787	4
4286	92,121,138,320,460	3
4287	334,61,92,127	1
4288	102,124,521	4
4289	77,92,129,138,85,252,521,677	2
4290	521,21,53,92,122,899,696,675	1
4291	32,369,385,387,585,485	4
4292	92,127,132,241,334	2
4293	92,138,290,521,539,637	1
4294	92,138,570,704	1
4295	92,220,369,376,521,761,819,214,230,228,213	3
4296	99,135,677,138,252,92	1
4297	521,61,138,491,570,798,615	1
4298	621,252	2
4299	92,56,138,454,659,926,895,90	4
4300	225,521	1
4301	521,92,138,252,778	4
4302	92,127	0
4303	91,92,262,263,137,704,558,264,481,275	4
4304	521,845,846	4
4305	92,138,570,704	2
4306	369,385,387,521,672	2
4307	26,521,570,566,681,835	4
4308	92,582	1
4309	60,91,132,521,562,552	1
4310	92,120,55,243,315,357,481,615,847,874,901	4
4311	534,913,911,814	2
4312	12,21,92,138,521,625	3
4313	77,92,132,325,481,688	3
4314	188,385,811,305,20,369,342	3
4315	77,92,49,138,484,499,521,621	1
4316	521,369,387,654	2
4317	92,132,901	3
4318	476,478,521	0
4319	92	0
4320	77,92,111,132,129,138,521,530,683	1
4321	184,303,441,428,767,283,334	4
4322	521,173,176,177,416,761	1
4323	132,92,121,138,246,356,929,323,320	4
4324	92,132,319,681,710	4
4325	521,61,128	2
4326	92,138,144,160,521	2
4327	80,92,133,521,747	1
4328	92,138,351,491,521,562,720	2
4329	92,111,138,559,712	1
4330	92,138,144,15,343	3
4331	26,521,637,835	4
4332	92,138,521	2
4333	615,127	0
4334	521,177,173,685	4
4335	869,565,728,26,566	4
4336	21,138,49,237,148,252,521,677	3
4337	92,106,132,138,250,521,564,570,731,778,881	3
4338	92,52,132,138,357,447,896,446	4
4339	521,21,92,138	1
4340	488,489,521	3
4341	60,77,92,55,138,142,521,491,570,615,748	4
4342	92,205,49,558,499	4
4343	92,132,138,159,521	1
4344	111,132,85,736,865	3
4345	21,92,132,138,521,769,906	4
4346	92,138,834,188,197,252,713,150,861,351,447	4
4347	521,123,141,26	4
4348	521,173,177	1
4349	61,138,521,562	1
4350	270,521,928	2
4351	138,521,252	2
4352	347,472,521,834	2
4353	92,132,409,562,292,901	2
4354	92,138,521	1
4355	80,92,51,481,491,133,138,252,470,521,547,781,819	4
4356	92,125,466,817,141,499,521,759,816,865	3
4357	106,129,334,460,499,498,615,704	3
4358	228,229,521	1
4359	92,521,678	0
4360	491,61,334	1
4361	535,92,133,138,521	4
4362	32,92,138,218,252,521,49,499,677	2
4363	641,865,92	1
4364	258,263,268	3
4365	11,92,106,127,242,334,525,704,299,805,883	4
4366	61,92,138	2
4367	369,372,305,20,643,316	4
4368	92,138,521,743,905	4
4369	92,77,704	1
4370	77,92,138,521,728,798,800	3
4371	75	3
4372	92,138	2
4373	901,132,92,138,918,243,334,55	1
4374	26,345,869,521,553,775,354,566	4
4375	369,452	1
4376	521,229,236,285	0
4377	92,138,521,615	1
4378	263,268	2
4379	521,294,296,385,387,369,358	3
4380	361,371,380,468,521,672	3
4381	92,138,144,521,613	2
4382	92,570,704,847,800	1
4383	92,132,334,547	2
4384	369,385,812	3
4385	399,402,400,401	4
4386	117,521,527	3
4387	92,138,521,677	3
4388	92,138,77,591,357,446,778,521	2
4389	521,537	2
4390	838	3
4391	129,138	1
4392	92,138,161,252,521	4
4393	521,60,62,84,91,92,119,687	4
4394	369,385,229,240,325	3
4395	387,385,39	0
4396	361,369,385	2
4397	92,717,344	2
4398	208,476,478,521,631	4
4399	188,521,488	1
4400	393,521	3
4401	521,92,107,138,546	3
4402	92,138,278,356,491,61,521,570,615,850,861	4
4403	521,503,558	3
4404	402,407,403,521,784,849	3
4405	77,92,111,138,144,433,521,563,598,513	4
4406	122,138,139,481,605,704,884,592,326	4
4407	80,21	2
4408	263,521,765	1
4409	92,138,356,491,61,517,521,570,770	3
4410	92	1
4411	92,494,138,286,822,847,397,405,407,406,521,540,554,557,145,784	4
4412	521,173,176	3
4413	387,384,610	4
4414	521,61,12	0
4415	521,80,139,706,49,500,498	4
4416	521,682,849	4
4417	37,369,387,188	2
4418	263,268,255,772	2
4419	263,267,268,521,694,435	2
4420	19,61,343	0
4421	263,268,270,521,673,761	3
4422	92,111,138,521,539,637,46	4
4423	92,918,127,722,880	4
4424	92,138,252,331,738	3
4425	369,385,387	0
4426	367,361,521,672	0
4427	80,92,521,691,922	2
4428	92,138,521,570	3
4429	92,138,433,521,906	0
4430	92,132,194,521,781,220,558,760	4
4431	441	3
4432	722,92,918	3
4433	822,77,46,92,138,252,521,562,644,741	4
4434	229,236,521	1
4435	92,129,138,252,499,521,677,49	4
4436	92,138	0
4437	77,92,138,521,562,605,900	1
4438	369,387,521	1
4439	92	0
4440	369,385,387	1
4441	825,828,826	4
4442	92,49,138,144,356,521,570,594,642,704,722,819	4
4443	77,92,138,252,521,737	3
4444	521,10,82,92,194,197,203,517,856,865	4
4445	363,369,521	1
4446	92,138,161,521,775	1
4447	521,286,163	0
4448	521,169,173,177,201,533,702	4
4449	92,55,132,138,481,518,513,570,615	3
4450	92,127,735	3
4451	92,129,138,311,481,663,890,331	3
4452	521,92,132,138,469,491	2
4453	92,138,295,521,630	1
4454	77,92,127,704,918	3
4455	75	0
4456	60,77,92,138,252,420,148,817,554,677	3
4457	37,334,316,369,385	3
4458	491,481,80,92,138,334,562,721,901	4
4459	521,363,369,387	3
4460	521,368,369,372,384,385,387,485,522,586	4
4461	11,151,188,193,226,195,223,231,369,385,387,448,507,521,224,814,834	4
4462	369	0
4463	521,387,369	0
4464	127,901	1
4465	521,92,132,138	2
4466	10,92,343,417,473,662,677,881	4
4467	92,138,144,331,535,447,252	1
4468	92,127,593	0
4469	61	1
4470	92,132,138	2
4471	361,672	4
4472	521,129,138,706,840	0
4473	99,469,92	3
4474	92,132,345,354,448,521,570,566,675,728	4
4475	92,138,417,677,625,645,334,107	4
4476	92,132	0
4477	92,129,138,521,633,865	4
4478	184,767,873	3
4479	92,336,570	2
4480	369,385,11	4
4481	92,132,301,847,481,320,562,693	4
4482	369,385,387,521	3
4483	521,129,92,138,621	1
4484	61,92,127,132,242,334,650	2
4485	12,92,129,138,521	1
4486	77,92,563,598	1
4487	92	0
4488	521,369	0
4489	12,80,92,138,470,831	2
4490	440,521	1
4491	387,384,369,390,381,385,589	2
4492	92,240,320	4
4493	521,710,583,92,704	0
4494	515,671	4
4495	77,92,138,660,54	3
4496	92	1
4497	931	2
4498	92,132,138,570,754	3
4499	521,61,616	2
4500	521,361,369,385,387,294,507,814,40,11	4
4501	385,369,387,36	2
4502	521,92,138,161,220,491,794	1
4503	92,55,481,521,680	1
4504	521,397,466,491,794,847,138,92,704	3
4505	92,138,570,704,331	1
4506	521,132,92,138,57,356,873,636	1
4507	92,132,138,481,521,704	1
4508	61,241	4
4509	92,138,867,450,521,870	4
4510	138,92,356	2
4511	210,369,385,387,390,522,811,834	4
4512	92,132,734,541	1
4513	521,132,138,301,300	0
4514	92,138,217,298,521,675	4
4515	369,385,387,390,521,672,811,814,834,36	4
4516	521,92,147,132,138,704	3
4517	426,428,521	1
4518	61,77	4
4519	92,138,202,356,516,521,921,927	4
4520	92,138,521,547	1
4521	369,385,387,521,522	1
4522	6,60,83,48,79,92,137,147,446,188,201,206,284,337,356,449,505,587,875,901	4
4523	138,144,521,531,622	2
4524	9,211,308,521,591,926	4
4525	85,92,111	1
4526	228,367,369,387,521,499	4
4527	138,173,181,176,177,521,753	4
4528	92,138,503,521	1
4529	521,21,138,92,625,469	3
4530	92,90,138,481,521,531,570	3
4531	522	0
4532	92,115,132	1
4533	521,177,41	1
4534	90,92,149,132,138,295,421,521	4
4535	129,138,92,521,700,524,778	2
4536	488	0
4537	369,387,385,381,811,38	4
4538	28,21,60,46,92,123,138,291,354,448,521,593,724	4
4539	311,369,384,387,390,521,840,672,232	3
4540	15,92,132,138,593,193,491	4
4541	92,334,604	1
4542	521,12,80,48,92,133,138,144,249,201,205,252,448,470,503,625	4
4543	638,476	2
4544	92,138,521,588	3
4545	92,132,138,521,830,544,733,727	3
4546	521,669,21,503	0
4547	92,138,521	1
4548	521,808,138,413	1
4549	263,259,255,694,901	2
4550	21,138,521	0
4551	92	0
4552	92,138,506,521	1
4553	138,521,626,637	0
4554	521,132,92,138,769	4
4555	92,138,237,521,625	1
4556	77,92,138,439,521,602,677	3
4557	92,132,138,335,559,771,873	3
4558	60,77,497,91,92,49,111,138,129,499,521,574	4
4559	92,138,412,521	0
4560	92,129,138,521,688,417	3
4561	521,129	0
4562	521,60,85,88,91,92,116,491,55,203,212,391,395,448,490,511,539,551,892,809,924,926,421	4
4563	25,123,521,700,164	1
4564	334,92,127,252	1
4565	92,132,138	1
4566	21,92,138,144,521,570,704	3
4567	493,521	1
4568	92,129,132,138,491,55,562,605	3
4569	521,90,92,138,21,591,570,618	3
4570	92,138,106,690,700,921,524,342	3
4571	92,132,521	0
4572	132,138,433,521,562,588,892,513	2
4573	138,92,521	0
4574	61,77,47,92,198,246,817,738	4
4575	177,175,174,172,180,521,685	4
4576	92,491,129,132,357,420,481,908,188,298,327,356,448,503,570,704,770,699	4
4577	823	0
4578	21,92,138,142,521,570,615	2
4579	677,92	3
4580	92,138,521,704	0
4581	61,123,122,21,26,25,899,521,728	2
4582	71,92,132,138,410,198,200,356,411,521,539,892	3
4583	91,92,132,138,208,209,578,704	4
4584	263,268,369,387,521,751,761	4
4585	569	1
4586	92,138,918,577,650,439	3
4587	58,92,90,138,208,198,217,396,521,531	4
4588	521,27,84,102,116,124,448,602,611,595	4
4589	60,92,138,521,704,491	3
4590	92,138,237,521,660,865	3
4591	21,92,521,662	2
4592	521,61,481	2
4593	521,92,537	3
4594	521,169,177	2
4595	92,138,252,521	3
4596	92,111,132,138,144,295,707,818,873	3
4597	92,138,205,473,50,320,311	3
4598	77,92,49,447,138,141,252,499,521,778	3
4599	92,138,240,704,77,342	3
4600	92,132,298,334,447,704	3
4601	92,127	0
4602	92,146,822,481,138,151,521,754	2
4603	80	4
4604	92,138,521,724	2
4605	521,117,393,89	1
4606	188,348,369,385,387,390,165,9,39,814,834,873	4
4607	521,369,363	0
4608	138,102,329,332,677,417,92,918,114	3
4609	825,827,828,521,639	2
4610	229,235,236,521,294	3
4611	12,92,108,138,446,521,880	3
4612	138,521	2
4613	521,92,132,138,144,348,433,530,873,513	2
4614	92,138,521,539	0
4615	521,823	1
4616	92,127	0
4617	92,138,521,677	2
4618	176,173,319,297,55,558,685,212	2
4619	263,268,434,437,521,640	4
4620	21,138,521,159	1
4621	92,111,138,292,481,521,531,677,774	2
4622	92,138,521,633	2
4623	93,92,710	3
4624	92,134,135,138,163,252,397,521,739	2
4625	931	3
4626	931	2
4627	92,132,624,727,588	0
4628	63,80,92,100,126,133,138,139,298,415,481,499,500,521,570,605,621,704,140	4
4629	521,364,369,374,387	4
4630	521,92,129,677,34,886	2
4631	37,334,384,369,387,385	4
4632	521,268,263	2
4633	369,381,385,387,390,521,811	2
4634	92,129,132,138,144,521,713	3
4635	363,369,358,385,387,499,521,672,522	4
4636	92,144,369,390,334,357,558	2
4637	92,864	1
4638	92,129,138,521,603	4
4639	521,572	0
4640	92,90,704	3
4641	132,92,138,504,873,356,210	2
4642	92,138,521	2
4643	21,301,521,558	0
4644	138,74,700,521	2
4645	138,92,748,18,854	2
4646	77,92,138,132,252,499,834,147,194,203,204,251,356,521,676	4
4647	60,77,91,92,49,252,550,138,144,535,456,499,481,497,502,521,780	4
4648	92,138,521,704	1
4649	466,558,187,446,92,138,12	4
4650	845,431,391	2
4651	102,901,216,92,49,502,497,97,60,520,334	4
4652	92,129,138,521,722	1
4653	225,361,127,357	3
4654	258,263,268,761	0
4655	92,138,469,521	2
4656	521,138,92,570	2
4657	129,138,92,917	0
4658	92,49,138,116,144,499,502,521,570,675,696	3
4659	521,138,770,492,830,554,46,142	3
4660	625,743	4
4661	92,49,128,138,159,296,356,499,497,521,725	4
4662	47,92,138,252,450,521,677	3
